date,open,high,low,close,volume
2025-01-31,1.0197,1.0704,1.0094,1.0197,48973
2025-02-01,1.0005,1.0140,0.9759,1.0108,80785
2025-02-02,0.9755,1.0321,0.9516,0.9641,135976
2025-02-03,0.9752,1.0090,0.9615,0.9268,170798
2025-02-04,1.0435,1.0876,1.0039,1.0303,68744
2025-02-05,0.9764,1.0097,0.9521,1.0240,90163
2025-02-06,1.0383,1.0792,0.9845,0.9940,43430
2025-02-07,1.0381,1.0737,1.0320,1.0423,85753
2025-02-08,1.0292,1.0757,0.9885,1.0422,166056
2025-02-09,1.0295,1.0296,0.9829,1.0447,94868
2025-02-10,0.9995,1.0583,0.9540,0.9823,23108
2025-02-11,0.9748,0.9829,0.9454,0.9871,64714
2025-02-12,1.0360,1.0815,1.0059,1.0677,13097
2025-02-13,1.0103,1.0522,0.9912,1.0033,86402
2025-02-14,0.9526,0.9557,0.9153,0.9083,130443
2025-02-15,1.0301,1.0886,0.9888,1.0436,154742
2025-02-16,0.9624,0.9988,0.9227,1.0106,113645
2025-02-17,1.0361,1.0803,0.9882,1.0451,37528
2025-02-18,1.0299,1.0345,0.9873,1.0223,190330
2025-02-19,1.0190,1.0679,1.0006,0.9982,35881
2025-02-20,0.9882,1.0023,0.9290,0.9930,173049
2025-02-21,1.0496,1.0879,1.0210,1.0798,199428
2025-02-22,0.9577,1.0075,0.9105,0.9587,189913
2025-02-23,1.0492,1.0697,0.9909,1.0322,130239
2025-02-24,0.9944,1.0469,0.9688,1.0106,43382
2025-02-25,1.0216,1.0402,1.0004,1.0184,38289
2025-02-26,0.9705,1.0137,0.9291,0.9862,48786
2025-02-27,0.9992,1.0244,0.9965,0.9786,59645
2025-02-28,0.9714,1.0052,0.9655,0.9775,87271
2025-03-01,0.9772,0.9952,0.9298,0.9819,98734
2025-03-02,0.9724,1.0097,0.9177,0.9248,4070
2025-03-03,0.9649,0.9722,0.9153,0.9502,105909
2025-03-04,1.0231,1.0461,0.9782,1.0230,69331
2025-03-05,1.0221,1.0789,0.9773,1.0318,95245
2025-03-06,1.0402,1.0932,1.0316,1.0141,135194
2025-03-07,1.0134,1.0691,0.9917,0.9903,9436
2025-03-08,1.0346,1.0667,1.0155,1.0430,124426
2025-03-09,1.0364,1.0484,1.0100,1.0111,8308
2025-03-10,0.9992,1.0286,0.9864,0.9749,166454
2025-03-11,1.0269,1.0428,0.9917,1.0258,14393
2025-03-12,0.9584,0.9811,0.9216,0.9593,152955
2025-03-13,1.0335,1.0389,1.0290,1.0503,17751
2025-03-14,0.9713,0.9976,0.9665,0.9882,129340
2025-03-15,1.0095,1.0240,0.9573,0.9967,186619
2025-03-16,1.0453,1.0949,1.0108,1.0221,166198
2025-03-17,0.9849,0.9933,0.9480,1.0272,99756
2025-03-18,1.0163,1.0668,1.0058,1.0359,123752
2025-03-19,0.9532,0.9707,0.9197,0.9215,21978
2025-03-20,0.9620,0.9795,0.9398,0.9946,7141
2025-03-21,0.9837,1.0433,0.9810,0.9900,183927
2025-03-22,1.0166,1.0444,0.9852,1.0057,101080
2025-03-23,1.0302,1.0850,1.0298,0.9941,143834
2025-03-24,0.9958,1.0082,0.9796,0.9902,118713
2025-03-25,1.0168,1.0197,0.9997,1.0072,184055
2025-03-26,0.9922,1.0299,0.9812,0.9806,83372
2025-03-27,1.0335,1.0651,1.0067,0.9928,195061
2025-03-28,1.0407,1.0835,1.0036,1.0383,66877
2025-03-29,1.0412,1.0582,1.0032,1.0554,88264
2025-03-30,1.0435,1.0536,1.0197,1.0599,134911
2025-03-31,1.0178,1.0520,1.0160,0.9975,20874
2025-04-01,0.9630,1.0021,0.9040,1.0002,159278
2025-04-02,0.9584,0.9863,0.9090,0.9378,193245
2025-04-03,1.0343,1.0885,1.0337,1.0026,50956
2025-04-04,0.9963,1.0374,0.9704,1.0070,81237
2025-04-05,1.0431,1.0462,1.0341,1.0879,101161
2025-04-06,0.9801,0.9921,0.9639,0.9827,40357
2025-04-07,1.0033,1.0478,0.9687,1.0249,151293
2025-04-08,0.9540,0.9559,0.8958,0.9681,105582
2025-04-09,1.0277,1.0328,0.9993,1.0305,2048
2025-04-10,0.9824,1.0002,0.9379,0.9798,92602
2025-04-11,1.0093,1.0487,0.9631,1.0030,43343
2025-04-12,0.9925,1.0149,0.9897,0.9926,75786
2025-04-13,0.9689,0.9944,0.9227,0.9293,157856
2025-04-14,1.0164,1.0685,0.9757,1.0357,151969
2025-04-15,1.0293,1.0497,1.0060,1.0568,118177
2025-04-16,0.9685,0.9864,0.9521,0.9319,13091
2025-04-17,1.0139,1.0402,0.9624,0.9920,72530
2025-04-18,1.0022,1.0479,0.9940,1.0130,126784
2025-04-19,0.9690,0.9691,0.9220,0.9911,130136
2025-04-20,1.0491,1.1011,1.0072,1.0859,127691
2025-04-21,1.0070,1.0429,0.9864,0.9989,157782
2025-04-22,1.0471,1.0891,0.9877,1.0768,104067
2025-04-23,1.0220,1.0560,1.0086,1.0056,134753
2025-04-24,1.0366,1.0508,1.0154,1.0001,130582
2025-04-25,1.0068,1.0513,0.9553,1.0126,20631
2025-04-26,0.9762,0.9772,0.9362,1.0040,47603
2025-04-27,0.9645,0.9933,0.9110,0.9746,32136
2025-04-28,1.0059,1.0649,0.9543,1.0403,142613
2025-04-29,0.9838,1.0000,0.9386,1.0284,36243
2025-04-30,0.9848,1.0414,0.9732,0.9982,67349
2025-05-01,0.9911,1.0335,0.9545,0.9843,50118
2025-05-02,0.9926,1.0494,0.9921,1.0175,109899
2025-05-03,1.0299,1.0456,0.9792,1.0056,187053
2025-05-04,0.9921,1.0450,0.9375,1.0111,121910
2025-05-05,1.0476,1.0610,1.0261,1.0956,17244
2025-05-06,1.0293,1.0822,1.0061,1.0213,563
2025-05-07,1.0333,1.0800,1.0077,1.0784,163346
2025-05-08,0.9913,0.9951,0.9648,0.9570,174549
2025-05-09,0.9578,0.9685,0.9165,0.9321,65367
2025-05-10,0.9620,0.9918,0.9114,0.9971,137884
2025-05-11,1.0345,1.0708,0.9755,1.0650,171525
2025-05-12,1.0160,1.0607,1.0080,1.0618,16423
2025-05-13,0.9749,1.0263,0.9644,1.0021,158496
2025-05-14,1.0232,1.0305,1.0206,1.0488,163663
2025-05-15,0.9888,1.0256,0.9504,1.0079,11194
2025-05-16,0.9973,1.0388,0.9928,1.0257,93328
2025-05-17,1.0180,1.0712,0.9803,1.0148,68240
2025-05-18,1.0159,1.0600,1.0136,0.9975,83335
2025-05-19,1.0200,1.0521,0.9975,1.0544,96722
2025-05-20,0.9823,1.0195,0.9449,0.9885,12154
2025-05-21,0.9794,1.0108,0.9454,0.9548,126878
2025-05-22,0.9856,1.0338,0.9487,0.9373,169238
2025-05-23,1.0132,1.0221,0.9892,1.0384,75634
2025-05-24,1.0336,1.0916,1.0020,1.0038,37813
2025-05-25,0.9910,1.0153,0.9896,0.9953,25077
2025-05-26,1.0474,1.1065,1.0398,1.0688,161157
2025-05-27,1.0231,1.0768,0.9811,1.0419,43636
2025-05-28,0.9621,0.9992,0.9581,0.9964,152863
2025-05-29,1.0430,1.0545,1.0139,1.0765,114600
2025-05-30,0.9738,1.0029,0.9460,0.9297,37513
2025-05-31,1.0059,1.0143,0.9720,1.0452,171632
2025-06-01,1.0351,1.0407,1.0172,0.9990,48377
2025-06-02,1.0496,1.0939,1.0059,1.0014,54697
2025-06-03,0.9870,1.0273,0.9591,0.9543,114268
2025-06-04,0.9773,0.9849,0.9472,0.9540,26345
2025-06-05,1.0402,1.0564,0.9815,1.0218,61935
2025-06-06,1.0281,1.0751,0.9882,0.9943,170371
2025-06-07,1.0325,1.0859,0.9950,0.9850,10478
2025-06-08,1.0124,1.0424,0.9892,0.9807,66471
2025-06-09,0.9680,0.9890,0.9478,0.9575,179771
2025-06-10,0.9579,0.9745,0.9397,0.9378,29295
2025-06-11,1.0482,1.0609,1.0242,1.0505,55902
2025-06-12,1.0209,1.0313,0.9700,0.9763,77712
2025-06-13,1.0424,1.1021,1.0347,1.0714,63433
2025-06-14,0.9793,1.0318,0.9316,0.9899,66393
2025-06-15,1.0490,1.0804,1.0155,1.0414,67894
2025-06-16,0.9622,1.0084,0.9430,0.9593,91483
2025-06-17,0.9625,0.9939,0.9179,0.9184,118951
2025-06-18,0.9603,0.9750,0.9309,0.9299,195805
2025-06-19,0.9831,0.9977,0.9279,0.9582,65544
2025-06-20,0.9708,0.9992,0.9130,0.9246,174972
2025-06-21,1.0414,1.0953,1.0041,1.0850,162569
2025-06-22,0.9933,1.0042,0.9886,1.0328,52685
2025-06-23,0.9631,0.9778,0.9373,1.0105,62219
2025-06-24,0.9867,1.0415,0.9458,1.0351,22971
2025-06-25,0.9865,0.9867,0.9708,0.9547,118689
2025-06-26,0.9802,1.0132,0.9289,0.9674,133709
2025-06-27,1.0269,1.0422,0.9975,1.0439,168243
2025-06-28,1.0413,1.0433,1.0254,0.9951,155746
2025-06-29,1.0275,1.0497,0.9962,1.0293,125492
2025-06-30,1.0074,1.0093,1.0029,0.9659,119381
2025-07-01,0.9690,1.0145,0.9421,0.9312,90964
2025-07-02,0.9523,0.9704,0.9414,0.9692,150559
2025-07-03,0.9601,0.9765,0.9152,1.0060,27506
2025-07-04,0.9891,1.0477,0.9643,1.0315,65323
2025-07-05,0.9825,1.0076,0.9726,0.9731,129610
2025-07-06,1.0180,1.0190,0.9847,1.0164,167860
2025-07-07,0.9825,1.0295,0.9466,1.0177,25089
2025-07-08,0.9752,0.9910,0.9618,0.9888,169343
2025-07-09,1.0229,1.0759,0.9826,0.9964,50179
2025-07-10,1.0408,1.0769,0.9898,1.0635,169016
2025-07-11,1.0149,1.0276,0.9842,0.9728,160873
2025-07-12,0.9590,0.9620,0.9065,0.9470,123834
2025-07-13,0.9607,1.0095,0.9354,0.9967,15001
2025-07-14,0.9623,0.9992,0.9165,0.9672,176684
2025-07-15,1.0158,1.0551,0.9911,1.0481,37633
2025-07-16,0.9554,0.9979,0.9155,0.9390,173009
2025-07-17,1.0153,1.0191,1.0131,0.9739,35570
2025-07-18,0.9615,1.0155,0.9581,0.9342,45079
2025-07-19,1.0247,1.0322,0.9832,1.0238,74772
2025-07-20,0.9611,0.9840,0.9447,1.0021,23253
2025-07-21,1.0080,1.0149,0.9660,1.0525,20253
2025-07-22,0.9810,1.0056,0.9397,0.9687,80028
2025-07-23,0.9917,0.9989,0.9560,0.9828,38053
2025-07-24,1.0095,1.0685,1.0085,1.0327,43563
2025-07-25,0.9569,0.9968,0.9535,0.9515,91914
2025-07-26,1.0160,1.0696,0.9736,1.0050,71963
2025-07-27,1.0063,1.0296,0.9635,0.9828,98093
2025-07-28,0.9942,1.0132,0.9485,0.9534,20497
2025-07-29,0.9984,1.0520,0.9475,1.0279,44013
2025-07-30,0.9568,1.0020,0.9447,0.9929,114048
2025-07-31,1.0284,1.0421,1.0068,1.0473,91216
2025-08-01,0.9537,0.9818,0.9067,0.9714,110683
2025-08-02,1.0175,1.0721,0.9973,1.0451,83418
2025-08-03,0.9701,1.0231,0.9401,0.9520,199596
2025-08-04,0.9752,0.9965,0.9744,0.9991,73120
2025-08-05,0.9623,0.9709,0.9432,0.9262,161158
2025-08-06,1.0273,1.0674,0.9722,0.9862,123007
2025-08-07,0.9711,0.9934,0.9217,1.0051,161223
2025-08-08,1.0478,1.0857,1.0078,1.0223,94796
2025-08-09,1.0100,1.0162,0.9712,0.9685,147099
2025-08-10,0.9721,0.9882,0.9469,0.9805,189798
2025-08-11,0.9802,1.0379,0.9699,1.0033,186711
2025-08-12,0.9971,1.0259,0.9627,0.9855,103326
2025-08-13,1.0426,1.0562,1.0208,1.0548,90132
2025-08-14,0.9552,0.9853,0.9129,0.9132,138654
2025-08-15,1.0462,1.1036,1.0131,1.0356,56171
2025-08-16,0.9905,1.0178,0.9484,0.9844,174617
2025-08-17,0.9511,0.9891,0.8958,0.9237,139333
2025-08-18,1.0176,1.0240,0.9844,0.9982,65603
2025-08-19,0.9700,0.9938,0.9219,0.9698,72915
2025-08-20,0.9586,0.9608,0.9088,0.9788,139240
2025-08-21,1.0001,1.0157,0.9588,1.0284,184151
2025-08-22,1.0057,1.0647,0.9536,1.0060,142009
2025-08-23,1.0175,1.0484,0.9932,0.9753,3179
2025-08-24,0.9830,1.0417,0.9344,0.9548,72185
2025-08-25,1.0332,1.0688,1.0055,1.0326,13250
2025-08-26,1.0137,1.0663,1.0086,1.0242,127378
2025-08-27,1.0275,1.0350,1.0048,0.9916,109801
2025-08-28,1.0389,1.0515,1.0263,1.0548,72956
2025-08-29,1.0374,1.0638,1.0087,0.9996,101352
2025-08-30,1.0424,1.0890,1.0403,1.0203,145530
2025-08-31,1.0381,1.0730,1.0102,1.0773,57510
2025-09-01,0.9935,1.0386,0.9661,1.0147,12271
2025-09-02,0.9804,1.0270,0.9438,1.0039,120599
2025-09-03,1.0268,1.0492,1.0162,1.0318,164094
2025-09-04,1.0094,1.0184,0.9533,1.0005,193265
2025-09-05,1.0035,1.0155,0.9952,0.9680,122972
2025-09-06,1.0122,1.0188,0.9937,0.9953,77212
2025-09-07,0.9971,1.0283,0.9823,0.9729,160453
2025-09-08,1.0392,1.0859,1.0344,1.0420,181894
2025-09-09,1.0405,1.0863,0.9982,1.0204,162662
2025-09-10,1.0363,1.0433,0.9825,1.0391,182192
2025-09-11,0.9634,0.9668,0.9542,0.9806,118518
2025-09-12,0.9839,1.0161,0.9452,0.9908,68790
2025-09-13,0.9516,1.0040,0.9009,0.9589,153976
2025-09-14,0.9748,0.9773,0.9737,0.9774,87105
2025-09-15,0.9793,0.9902,0.9679,0.9571,146616
2025-09-16,1.0146,1.0528,0.9895,0.9736,136646
2025-09-17,0.9576,1.0004,0.9318,0.9788,165904
2025-09-18,0.9609,1.0093,0.9565,0.9953,38460
2025-09-19,1.0060,1.0070,0.9943,1.0479,156919
2025-09-20,0.9549,0.9800,0.9411,0.9562,85252
2025-09-21,0.9608,0.9728,0.9452,0.9899,165415
2025-09-22,1.0149,1.0287,0.9850,1.0373,167616
2025-09-23,0.9717,1.0204,0.9716,0.9980,140163
2025-09-24,0.9627,1.0076,0.9201,0.9649,133719
