date,open,high,low,close,volume
2025-03-31,29616.4434,30391.2551,28508.5835,28698.8165,177619
2025-04-01,29365.6673,29870.1130,27659.6240,28864.4117,36143
2025-04-02,29994.4296,30273.2101,29511.5718,30997.6843,30840
2025-04-03,28831.0250,28843.9082,27184.7594,30188.6631,168055
2025-04-04,31157.4012,32200.8031,30592.1249,29771.4079,152176
2025-04-05,29475.8076,29651.3154,27877.7742,29616.6337,51556
2025-04-06,29669.8323,31263.4652,29630.7218,29530.5987,194278
2025-04-07,30175.6854,30769.8611,29162.1281,29836.7736,150614
2025-04-08,30736.8002,32238.6475,29379.9131,31902.4313,179139
2025-04-09,30582.1556,30758.8782,29553.1061,29773.7872,119325
2025-04-10,30732.5704,31392.6032,30349.9529,32077.1314,59206
2025-04-11,30701.5851,32110.9856,29526.5105,31873.7115,153290
2025-04-12,30857.8392,31489.8763,29968.2095,31218.9523,81609
2025-04-13,29960.0123,31445.9383,29283.3317,28667.0437,78884
2025-04-14,30596.7343,31996.5959,30233.5421,29686.6370,119171
2025-04-15,30437.5541,30903.6676,29213.4119,29212.9559,143105
2025-04-16,29505.1667,30257.2589,28290.8773,29614.5463,109475
2025-04-17,28566.8204,28760.6374,27985.6820,29840.8996,92266
2025-04-18,30879.0724,32297.7754,30510.2177,30922.0457,122058
2025-04-19,29166.8234,29280.0031,27668.5417,29526.7527,58556
2025-04-20,30960.2762,31705.0488,29477.5054,30427.1868,138162
2025-04-21,29693.2351,30522.6011,28040.4111,30614.0702,168841
2025-04-22,31297.9069,32057.7819,29558.5862,30844.5654,196823
2025-04-23,30919.2752,31153.0106,29808.0104,29468.8755,53444
2025-04-24,30634.4099,31523.8567,29211.9041,31802.8194,135058
2025-04-25,29572.6175,30828.9516,28655.7228,30622.5137,122987
2025-04-26,31036.4450,32322.4538,30436.1591,31944.5653,190514
2025-04-27,28716.7349,29545.6492,28136.1547,29479.2180,23622
2025-04-28,29948.3556,31675.0037,29070.8301,29238.3500,74467
2025-04-29,31252.1922,32854.0677,30011.3615,31943.7192,147906
2025-04-30,29493.3936,30078.8300,29169.4517,29932.2658,187799
2025-05-01,28587.0207,30251.5186,27356.9396,28463.9011,12982
2025-05-02,29995.1910,31738.0401,28746.9306,29008.8693,105700
2025-05-03,29106.3237,30550.3111,27596.7626,29024.6318,140389
2025-05-04,28899.7609,29329.8211,27214.8799,29742.5769,29729
2025-05-05,29766.4117,30168.6114,28887.0873,29563.6829,71297
2025-05-06,29266.3725,30337.4321,27731.6910,30567.8783,59046
2025-05-07,30851.9429,31293.3312,30112.4121,32027.4849,186089
2025-05-08,30393.4030,30435.2267,30186.0758,31126.4081,162481
2025-05-09,30619.3920,31769.1042,29427.7015,32049.3431,124179
2025-05-10,31143.1253,31510.4846,29727.5993,30657.9401,60486
2025-05-11,29046.5802,29679.2951,27535.0025,28464.3932,53075
2025-05-12,29931.2846,31291.4789,29059.8292,30382.1107,68871
2025-05-13,30728.8093,30793.3104,29911.1573,30240.9231,52060
2025-05-14,28677.8615,29462.5256,28201.6421,30050.0299,29326
2025-05-15,29485.8008,30304.1514,29304.7701,29077.8031,99114
2025-05-16,30947.6882,31262.8039,29906.5673,29777.7844,165293
2025-05-17,30398.6692,30594.9615,29634.9909,29458.4393,121054
2025-05-18,30174.9303,30661.4852,29392.9376,31039.5755,142075
2025-05-19,31154.6465,31464.5479,31097.4817,32248.4951,51647
2025-05-20,30633.7925,31102.8424,29715.4297,30083.4296,115020
2025-05-21,31158.0412,32002.3839,31131.2270,31057.4084,166147
2025-05-22,30576.8524,31157.3497,29515.6033,31417.4238,151595
2025-05-23,30999.6638,31900.2958,30958.4251,29927.0264,14710
2025-05-24,31358.2122,31938.3709,30745.4715,31900.2259,163996
2025-05-25,30922.7751,31548.1945,29392.3760,29745.5073,195742
2025-05-26,29099.9664,29294.5071,27667.2841,28368.0278,5469
2025-05-27,31043.2438,31380.9548,30212.8304,30869.6829,159642
2025-05-28,31262.2909,33015.0594,30191.2417,31700.4635,50823
2025-05-29,30482.0067,30650.4843,30195.1134,31007.7426,172130
2025-05-30,29661.8337,30681.6218,28717.6084,29192.1209,191385
2025-05-31,29971.5361,30457.3520,29590.2418,29528.0548,185754
2025-06-01,29941.4875,30265.9319,29165.7028,29894.3868,164018
2025-06-02,30691.3744,31431.4033,29639.5271,29870.1189,130301
2025-06-03,28814.1360,28890.3172,28533.5735,27532.7721,19827
2025-06-04,29945.8936,31508.9934,29624.8549,30449.0851,63609
2025-06-05,29886.9829,30317.9956,28265.9994,31023.3717,29948
2025-06-06,28916.5917,30375.4772,27486.6456,28022.9943,22354
2025-06-07,31356.8992,31677.4604,29941.6251,31007.7527,22327
2025-06-08,30872.4024,32374.2300,30024.4558,29807.9258,112289
2025-06-09,29478.8020,30220.8268,29270.0177,28284.8985,12902
2025-06-10,30619.7273,31750.3830,29106.4783,30710.1064,88985
2025-06-11,28796.6042,29494.9959,28022.4707,27331.4514,54352
2025-06-12,31362.4245,32614.7741,29783.7632,32004.4193,150804
2025-06-13,28739.4037,29822.0980,28139.2921,27761.4326,129537
2025-06-14,31409.1797,32162.1331,30905.3374,31245.2134,28066
2025-06-15,31396.4430,32427.4733,30287.5021,30386.1625,161368
2025-06-16,30480.2730,31728.9770,29511.0970,29402.8715,120397
2025-06-17,30695.3582,31456.2983,29912.4718,30081.9734,105947
2025-06-18,29670.3962,29840.4489,27995.1897,29391.5682,38654
2025-06-19,30391.7303,30695.9494,29460.8425,30642.9849,14765
2025-06-20,29114.8811,29339.7576,28203.3882,28846.8360,182280
2025-06-21,28683.3121,30091.7736,28077.1730,28168.9499,137386
2025-06-22,30285.9096,30448.6751,29719.3244,30329.9470,44895
2025-06-23,29415.4794,29795.1990,27931.7449,28145.0788,150845
2025-06-24,31144.2463,31399.8828,29403.3806,31566.4741,42470
2025-06-25,29041.4990,29660.9352,27818.4630,29766.4616,56269
2025-06-26,31454.6066,31749.2659,30835.4355,30833.6900,195360
2025-06-27,30278.9366,30335.1237,30026.7638,30440.6985,163366
2025-06-28,30027.1398,30526.0510,29976.4363,30906.1966,74121
2025-06-29,29134.9080,29376.8507,28204.6037,30454.6993,171700
2025-06-30,29791.7711,30059.2368,28611.1674,30574.3004,53499
2025-07-01,28514.9669,30186.5105,28124.0977,27910.5570,86724
2025-07-02,31254.6307,32714.8004,31042.5415,29983.8788,476
2025-07-03,30189.5061,31851.5886,29606.4968,29029.0448,144920
2025-07-04,30029.9609,31726.3032,28507.6607,30735.5658,111136
2025-07-05,28841.9718,30401.4627,28245.5868,30280.1672,1955
2025-07-06,30878.4771,31018.5807,29147.4064,31492.2331,180473
2025-07-07,30374.9219,31517.5732,29325.8437,31635.0150,122409
2025-07-08,30263.2938,31809.9988,29645.3453,29151.5281,125478
2025-07-09,30911.3940,32122.8040,29401.7669,30678.9482,158708
2025-07-10,29370.8561,29750.3773,29251.8896,30058.8990,161125
2025-07-11,28891.9788,29507.4225,27336.6069,27799.7296,37393
2025-07-12,30524.0804,31052.6652,29704.0356,29117.9019,23713
2025-07-13,29101.3187,29596.9014,27706.4646,29520.6104,130287
2025-07-14,29410.2989,29624.1800,28798.2164,30760.2303,182388
2025-07-15,28523.7221,30013.6367,28330.2118,28776.4502,180503
2025-07-16,30730.0155,31735.8970,29233.1937,30267.5310,88622
2025-07-17,28553.6262,29896.5239,28346.4223,29288.4289,93041
2025-07-18,29647.4298,30657.6070,29123.6422,28309.1297,104120
2025-07-19,31366.6395,31762.9704,30182.8772,30688.9780,100141
2025-07-20,28641.3785,29240.3860,28367.1697,29380.8015,79161
2025-07-21,30451.6785,31022.6561,29108.7686,29616.2984,1437
2025-07-22,28592.8056,29417.8964,28367.5223,29334.5196,64744
2025-07-23,29925.2759,30922.2647,28819.8784,31056.5020,192692
2025-07-24,30082.6656,31793.1085,28607.9482,30390.8932,27909
2025-07-25,31089.0100,31285.3690,30255.5282,30461.1093,173727
2025-07-26,29871.5914,30777.9169,28310.9912,30889.6788,159720
2025-07-27,30708.3047,31587.5503,29654.6672,30794.9353,171055
2025-07-28,29461.2380,30999.5844,28781.0469,30336.4948,102122
2025-07-29,30045.2358,30339.9565,29298.5880,28762.7507,59925
2025-07-30,28772.4190,29466.1205,27803.8159,29840.0591,68359
2025-07-31,28955.3655,30174.6318,27651.7388,27861.7239,58332
2025-08-01,31285.9505,31339.6639,31190.5440,31229.4538,192127
2025-08-02,29528.8815,31034.9559,28219.8295,30927.6149,94045
2025-08-03,29988.4791,31429.6611,29328.5349,29567.8482,69946
2025-08-04,30254.3080,30683.9217,29843.6965,29804.5631,139956
2025-08-05,29388.7514,30753.7657,28825.7820,29899.5929,55290
2025-08-06,28739.7432,29564.2891,27107.3820,28445.4247,102680
2025-08-07,30985.3266,32267.2062,29788.5025,29834.6592,44621
2025-08-08,28622.5529,29753.6111,26862.2374,28849.5689,124493
2025-08-09,29772.8308,31357.3692,28511.3509,30562.5334,114548
2025-08-10,28744.2921,29538.2326,28384.3493,29751.0332,83687
2025-08-11,28938.0840,29814.0731,27938.3670,30331.2677,126381
2025-08-12,31219.8818,31917.2476,31064.8115,31159.2307,139345
2025-08-13,29998.7038,31166.3375,29407.6665,28869.9534,166956
2025-08-14,29371.4527,30783.4823,28754.0811,30349.9024,99907
2025-08-15,30391.9668,31980.4826,30284.1119,31722.4936,46389
2025-08-16,30980.5726,32235.9738,29481.6205,30081.9710,4692
2025-08-17,30997.2641,32275.1823,30878.5678,30303.8050,47485
2025-08-18,29218.3815,30348.2253,28609.2721,28394.9717,141413
2025-08-19,30126.3158,31414.2915,29388.8125,29660.1158,109999
2025-08-20,30325.7481,31310.9695,28918.0978,30376.4969,103613
2025-08-21,30318.7017,30798.1806,30252.1909,31504.4336,168561
2025-08-22,29876.6773,31597.7592,28491.3210,30289.9865,103456
2025-08-23,30867.1292,30879.3720,29412.6833,29945.6163,92026
2025-08-24,30187.8317,31244.8251,30067.6750,31455.2484,185061
2025-08-25,28684.9200,30433.2853,27409.4940,28974.7046,193187
2025-08-26,31446.4501,31698.8991,29908.4419,30508.9988,81275
2025-08-27,29216.0456,30133.9723,28039.8392,30254.5765,170593
2025-08-28,31180.7073,31592.9613,30769.6572,30151.1882,136485
2025-08-29,28966.0238,29989.6191,27322.4647,30339.4999,143716
2025-08-30,30575.2015,30875.5932,29776.9464,31167.7575,139862
2025-08-31,29448.0739,30050.9981,29325.7402,27994.5922,6863
2025-09-01,28923.6861,29722.4842,27222.4731,27508.5225,8786
2025-09-02,29976.2376,30916.2161,29938.8436,28940.3864,16594
2025-09-03,30487.9542,31277.3794,29646.3294,30300.4879,67128
2025-09-04,30325.2801,30953.2094,29655.5109,30860.4257,88281
2025-09-05,28787.5146,29826.0227,27404.3951,27302.8802,119094
2025-09-06,30511.6030,32097.2620,29030.6960,31735.0249,52972
2025-09-07,29665.6755,30630.9116,29397.1126,30088.9322,96645
2025-09-08,29829.6895,31603.3855,28432.6398,29633.4233,192913
2025-09-09,29779.1411,29835.9055,28356.0966,30869.0265,110966
2025-09-10,29605.8962,30029.3388,27944.9963,28178.6699,45908
2025-09-11,30738.8382,30980.0272,30433.3035,30897.0945,133184
2025-09-12,28584.8797,30268.2726,27601.3887,27903.5259,101577
2025-09-13,29866.9856,30297.4669,28711.4734,28897.2250,170821
2025-09-14,29101.1643,29596.3448,27467.9195,30140.2951,36270
2025-09-15,30001.8853,31304.9294,29013.3356,29127.5562,152886
2025-09-16,29807.3846,30075.4398,29502.9121,30240.5607,48087
2025-09-17,28990.9399,29545.4905,28689.0514,28889.6513,58736
2025-09-18,29077.0891,30772.3439,28973.2232,28748.2780,82612
2025-09-19,30543.7707,30963.9507,28760.7760,30035.2729,180496
2025-09-20,29781.6283,31149.3591,29697.4441,28675.3702,46403
2025-09-21,30042.7765,30957.5398,29613.5173,30135.1138,187638
2025-09-22,30337.4625,30703.9389,30165.8618,30562.4764,142467
2025-09-23,31316.6242,31899.4576,29728.9615,30054.7701,29399
2025-09-24,29360.0771,30063.6138,27661.9373,29102.1092,55849
